npm,bank_id,nama_kegiatan,tingkat_kegiatan,tanggal_kegiatan
2131004,13615,Onboarding Pelaksanaan Program MBKM di Universitas Internasional Batam pada Semester Ganjil Tahun Akademik 2021/2022,lokal,09/02/2021
2131004,13809,Podcast Future Career As An Information System Student HMPS SI,lokal,09/03/2021
2131004,13748,Podcast How To Survive As An Information System Student? HMPS SI,lokal,09/02/2021
2131004,13729,Sosialisasi Sistem Pembelajaran di UIB Bagi Mahasiswa Angkatan 2021,lokal,09/03/2021
2131004,14544,"Webinar ""Information System Project Management: Agile Approach""",lokal,10/22/2021
2131128,14544,"Webinar ""Information System Project Management: Agile Approach""",lokal,10/22/2021
1931129,12878,"Webinar Sosialisasi ""Program MBKM UIB pada Semester Ganjil 2021/2022""",lokal,04/01/2021
1931129,12933,"Webinar Nasional : ""Investment, Millenial`s Way of Saving""",national,05/02/2021
1931129,13546,Pelatihan Penulisan Artikel Riset dan Karya Ilmiah,lokal,03/27/2021
2131084,14557,Talkshow Ngobrol Pintar Teknologi Pendidikan 2021: How to Build Yourself Branding for Career Preparation in Digital Era 4.0,national,10/23/2021
2131084,14571,UIB Virtual Job Fair 2021 Webinar: Softskill yang Diperlukan di Dunia Industry Era 4.0,national,11/03/2021
2131084,13882,ECs Prelude: Start Your Journey @EnglishClub_UIB UKM English Club,lokal,09/18/2021
2031017,16343,Prosiding National Conference for Community Service Project (NaCosPro) Volume 3 Nomor 1 Edisi Agustus 2021 E-ISSN: 2714-8599,national,09/24/2021
2031166,13129,Webinar Pengembangan Kepribadian Attitude,lokal,06/09/2021
2031166,13068,Webinar Pengembangan Kepribadian Communication,lokal,06/09/2021
2031166,13128,Webinar Pengembangan Kepribadian Professionalism,lokal,06/11/2021
2031166,13153,Webinar Pengembangan Kepribadian Teamwork and Collaboration,lokal,06/14/2021
2031166,13154,"Webinar Pengembangan Kepribadian ""Consumer Centricity""",lokal,06/21/2021
2031166,13155,Webinar Pengembangan Kepribadian Problem Solving,lokal,06/28/2021
2031166,13403,Webinar Pengembangan Kepribadian Digital Literacy,lokal,06/30/2021
2031166,13404,Webinar Pengembangan Kepribadian Workplace Awareness,lokal,07/05/2021
2031166,13405,Webinar Pengembangan Kepribadian Entrepreneural Mindset,lokal,07/07/2021
2031166,13406,Webinar Pengembangan Kepribadian Critical Thinking,lokal,07/12/2021
2031166,13407,Webinar Pengembangan Kepribadian Leadership,lokal,07/12/2021
2031166,13408,Webinar Pengembangan Kepribadian Flexibility and Initiative,lokal,07/19/2021
2031166,13409,Webinar Pengembangan Kepribadian Media and Information Awareness,lokal,07/14/2021
2031059,14235,Pengurus Unit Kegiatan Mahasiswa English Club Periode 2020/2021,lokal,09/01/2021
2031059,13395,Sosialisasi Nacospro 2021: Sustainable Community Empowerment Program for Development Recovery During The Covid-19 Pandemic,lokal,08/05/2021
2031059,11745,Pekan Seni Mahasiswa Nasional (Peksiminas) Tahun 2020,national,12/17/2020
2031059,13907,"Webinar ""Business Acumen and How to Attain It as a Student""",lokal,09/24/2021
2031059,14206,"Webinar Video Game Development: Between Creative, Technical and Business",lokal,10/08/2021
2131057,14571,UIB Virtual Job Fair 2021 Webinar: Softskill yang Diperlukan di Dunia Industry Era 4.0,national,11/03/2021
2131057,14590,UIB Virtual Job Fair 2021 Webinar : Kupas Tuntas UU Ketenagakerjaan,national,11/04/2021
2131057,14591,"UIB Virtual Job Fair 2021 Talkshow : ""Sharing Pengalaman MBKM oleh Mahasiswa dan Alumni""",national,11/04/2021
2131033,14582,"Kuliah Umum Universitas Internasional Batam bersama Pegadaian ""Peranan Emas dalam Perspektif Generasi Milennial sebagai Alternatif Investasi""",lokal,11/13/2021
2131033,14583,Webinar Bagaimana Stereotip Gender Mempengaruhi Karakteristik Anak?,national,11/13/2021
2131135,14582,"Kuliah Umum Universitas Internasional Batam bersama Pegadaian ""Peranan Emas dalam Perspektif Generasi Milennial sebagai Alternatif Investasi""",lokal,11/13/2021
2131135,14461,"Webinar Nasional ""Internal Control Over Financial Reporting (ICoFR)""",national,10/30/2021
2131135,13908,"Webinar ""New Age of Music Career : Make Social Media Your Stepping Stones""",international,09/24/2021
2131135,14003,"Webinar ""Increasing Networking and Creative Digital Marketing Scholars Jatim Talk""",national,09/25/2021
2131135,13823,"Webinar ""Cancel Culture: Justice or Compulsion""",international,09/21/2021
2131135,13802,"SDGs Summit Webinar "" Post Covid-19 : What is The Essential Role of Vaccine to Future Society?""",national,09/18/2021
2131135,13758,"Webinar Alumni Career Developing Series #1 ""Know Yourself, Be Great on Your Career""",lokal,09/11/2021
2131135,13661,"Webinar ""The Threat of Privacy Rights Violation in Cyberspace""",international,09/11/2021
2131135,13747,Podcast What Needs To Be Prepared As An Information System Student? HMPS SI,lokal,09/01/2021
2131135,13729,Sosialisasi Sistem Pembelajaran di UIB Bagi Mahasiswa Angkatan 2021,lokal,09/03/2021
2131135,13748,Podcast How To Survive As An Information System Student? HMPS SI,lokal,09/02/2021
2131135,13421,R Fundamental for Data Science by DQLab,national,09/11/2021
2131135,13615,Onboarding Pelaksanaan Program MBKM di Universitas Internasional Batam pada Semester Ganjil Tahun Akademik 2021/2022,lokal,09/02/2021
2131012,14590,UIB Virtual Job Fair 2021 Webinar : Kupas Tuntas UU Ketenagakerjaan,national,11/04/2021
2131102,14583,Webinar Bagaimana Stereotip Gender Mempengaruhi Karakteristik Anak?,national,11/13/2021
2131102,14588,"Seminar Crown of Glory ""Mental Health Check""",lokal,11/06/2021
2131057,14582,"Kuliah Umum Universitas Internasional Batam bersama Pegadaian ""Peranan Emas dalam Perspektif Generasi Milennial sebagai Alternatif Investasi""",lokal,11/13/2021
2031135,14606,International Joint Webinar: Idealized Cultural Value for Sustainable Development Collaboration between UIB & KMUTT,international,11/08/2021
2031135,14592,Webinar Cerdas dalam Menentukan Strategi Berinvestasi,lokal,11/11/2021
2131084,14579,"Webinar Series #2 ""What Can I Do?"" How to Survive As A Freelance Photographer UKM Grafity",lokal,11/06/2021
2131084,14578,"Webinar Series #1 ""What Can I Do?"" ""How to Incorporate Social Media Management to Private and Professional Account"" UKM Grafity UIB",lokal,10/30/2021
2131065,14582,"Kuliah Umum Universitas Internasional Batam bersama Pegadaian ""Peranan Emas dalam Perspektif Generasi Milennial sebagai Alternatif Investasi""",lokal,11/13/2021
2131024,14583,Webinar Bagaimana Stereotip Gender Mempengaruhi Karakteristik Anak?,national,11/13/2021
2031022,14244,"Webinar ""Fear of Missing Out: The Impact of Indulgence on Social Media""",international,10/16/2021
2031022,13823,"Webinar ""Cancel Culture: Justice or Compulsion""",international,09/21/2021
2131084,14583,Webinar Bagaimana Stereotip Gender Mempengaruhi Karakteristik Anak?,national,11/13/2021
2031022,13908,"Webinar ""New Age of Music Career : Make Social Media Your Stepping Stones""",international,09/24/2021
2031022,14355,"Webinar ""Elevation of Gender Equity in Achieving Education""",national,10/22/2021
2031008,14895,"Course ""BC400 - Introduction to the ABAP Workbench"" (Edugate)",international,08/29/2021
2031010,14895,"Course ""BC400 - Introduction to the ABAP Workbench"" (Edugate)",international,08/29/2021
2031012,14895,"Course ""BC400 - Introduction to the ABAP Workbench"" (Edugate)",international,08/29/2021
2031013,14895,"Course ""BC400 - Introduction to the ABAP Workbench"" (Edugate)",international,08/29/2021
2031016,14895,"Course ""BC400 - Introduction to the ABAP Workbench"" (Edugate)",international,08/29/2021
2031058,14895,"Course ""BC400 - Introduction to the ABAP Workbench"" (Edugate)",international,08/29/2021
2031059,14895,"Course ""BC400 - Introduction to the ABAP Workbench"" (Edugate)",international,08/29/2021
2031096,14895,"Course ""BC400 - Introduction to the ABAP Workbench"" (Edugate)",international,08/29/2021
2031098,14895,"Course ""BC400 - Introduction to the ABAP Workbench"" (Edugate)",international,08/29/2021
2031102,14895,"Course ""BC400 - Introduction to the ABAP Workbench"" (Edugate)",international,08/29/2021
2031103,14895,"Course ""BC400 - Introduction to the ABAP Workbench"" (Edugate)",international,08/29/2021
2031105,14895,"Course ""BC400 - Introduction to the ABAP Workbench"" (Edugate)",international,08/29/2021
2031122,14895,"Course ""BC400 - Introduction to the ABAP Workbench"" (Edugate)",international,08/29/2021
2031140,14895,"Course ""BC400 - Introduction to the ABAP Workbench"" (Edugate)",international,08/29/2021
2031173,14895,"Course ""BC400 - Introduction to the ABAP Workbench"" (Edugate)",international,08/29/2021
2131084,14582,"Kuliah Umum Universitas Internasional Batam bersama Pegadaian ""Peranan Emas dalam Perspektif Generasi Milennial sebagai Alternatif Investasi""",lokal,11/13/2021
2031092,10346,"Webinar Nasional ""Series IT Impact on Society : Impact on Personal Life""",national,12/05/2020
2131057,14620,UIB Virtual Job Fair 2021 Webinar : Sukses Interview Kerja dan Psikotes,national,11/03/2021
2131102,14616,"Bincang Literasi Digital ""Jadi Garda Terdepan Perangi Rayuan Manis Hoaks""",national,11/11/2021
2131113,14582,"Kuliah Umum Universitas Internasional Batam bersama Pegadaian ""Peranan Emas dalam Perspektif Generasi Milennial sebagai Alternatif Investasi""",lokal,11/13/2021
2131113,14620,UIB Virtual Job Fair 2021 Webinar : Sukses Interview Kerja dan Psikotes,national,11/03/2021
2131113,14578,"Webinar Series #1 ""What Can I Do?"" ""How to Incorporate Social Media Management to Private and Professional Account"" UKM Grafity UIB",lokal,10/30/2021
2131012,14620,UIB Virtual Job Fair 2021 Webinar : Sukses Interview Kerja dan Psikotes,national,11/03/2021
2131069,14115,"Webinar MUN 101 ""Protection of Women Against Sexual Harrasment""",international,10/10/2021
2131069,13661,"Webinar ""The Threat of Privacy Rights Violation in Cyberspace""",international,09/11/2021
2131069,14244,"Webinar ""Fear of Missing Out: The Impact of Indulgence on Social Media""",international,10/16/2021
2131069,14204,"Talkshow ""Time for Indonesians to shine in The World of International Work",national,10/13/2021
2131102,14648,"Webinar ""Just Speak: How to be confident in Speaking English""",international,11/17/2021
2131102,14582,"Kuliah Umum Universitas Internasional Batam bersama Pegadaian ""Peranan Emas dalam Perspektif Generasi Milennial sebagai Alternatif Investasi""",lokal,11/13/2021
2131015,14510,Kaderisasi UKM USA 2021 Tiktok Challenge,lokal,10/12/2021
2131131,14606,International Joint Webinar: Idealized Cultural Value for Sustainable Development Collaboration between UIB & KMUTT,international,10/08/2021
2131131,14544,"Webinar ""Information System Project Management: Agile Approach""",lokal,10/22/2021
2131128,14606,International Joint Webinar: Idealized Cultural Value for Sustainable Development Collaboration between UIB & KMUTT,international,11/08/2021
2131128,14619,"Webinar Cybersecurity Mahasiswa TI UIB Detect, Prevent and Protect Phishing Attack",lokal,10/30/2021
2131128,14578,"Webinar Series #1 ""What Can I Do?"" ""How to Incorporate Social Media Management to Private and Professional Account"" UKM Grafity UIB",national,10/30/2021
2131054,14648,"Webinar ""Just Speak: How to be confident in Speaking English""",international,11/17/2021
2131054,14583,Webinar Bagaimana Stereotip Gender Mempengaruhi Karakteristik Anak?,national,11/13/2021
2031166,11810,"Welcoming UIB Freshmen Program 2020/2021 ""Be G.R.E.A.T in New Normal Life"" Grateful, Responsible, Empathy, Active, Thoughtful""",lokal,08/01/2021
2131020,13907,"Webinar ""Business Acumen and How to Attain It as a Student""",lokal,09/24/2021
2131148,14578,"Webinar Series #1 ""What Can I Do?"" ""How to Incorporate Social Media Management to Private and Professional Account"" UKM Grafity UIB",lokal,10/30/2021
2131020,14313,Webinar Enrich Your Adventure with English and Coaching Clinic Blak-blakan TOEIC,lokal,10/16/2021
2131020,14206,"Webinar Video Game Development: Between Creative, Technical and Business",lokal,10/08/2021
2131020,13823,"Webinar ""Cancel Culture: Justice or Compulsion""",international,09/21/2021
2131020,13908,"Webinar ""New Age of Music Career : Make Social Media Your Stepping Stones""",international,09/24/2021
2131148,14582,"Kuliah Umum Universitas Internasional Batam bersama Pegadaian ""Peranan Emas dalam Perspektif Generasi Milennial sebagai Alternatif Investasi""",lokal,11/13/2021
2131148,13448,"1 Jam Pelatihan Online ""Tips Memasarkan Produk Anda Secara Online di Platform E-Commerce""",national,09/16/2021
2131020,14582,"Kuliah Umum Universitas Internasional Batam bersama Pegadaian ""Peranan Emas dalam Perspektif Generasi Milennial sebagai Alternatif Investasi""",lokal,11/13/2021
2131125,14244,"Webinar ""Fear of Missing Out: The Impact of Indulgence on Social Media""",international,10/16/2021
2131125,14181,"Webinar ""Akuntansi Aset Sesuai PSAK 16, PSAK 48, PSAK 58, PSAK 14, ISAK 9, dan ISAK 11""",national,10/09/2021
2131125,14114,"Webinar ""The Key of Positive Personal Branding""",national,10/09/2021
2131125,13795,"Webinar ""Post Covid-19: What is The Essential Role of Vaccine to Future Society?""",national,09/18/2021
2131125,13661,"Webinar ""The Threat of Privacy Rights Violation in Cyberspace""",international,09/11/2021
2131125,13908,"Webinar ""New Age of Music Career : Make Social Media Your Stepping Stones""",international,09/24/2021
2131125,14077,"Seminar Daring Nasional ""Meningkatkan Kemampuan Public Speaking Pemuda""",national,10/03/2021
2131125,14138,Seminar Daring Nasional: Meningkatkan Pendidikan melalui Peranan Literasi,national,10/09/2021
2131125,14204,"Talkshow ""Time for Indonesians to shine in The World of International Work",national,10/13/2021
2131069,14544,"Webinar ""Information System Project Management: Agile Approach""",lokal,10/22/2021
2131069,14571,UIB Virtual Job Fair 2021 Webinar: Softskill yang Diperlukan di Dunia Industry Era 4.0,national,11/03/2021
2131069,14620,UIB Virtual Job Fair 2021 Webinar : Sukses Interview Kerja dan Psikotes,national,11/03/2021
2131069,14590,UIB Virtual Job Fair 2021 Webinar : Kupas Tuntas UU Ketenagakerjaan,national,11/04/2021
2131069,14591,"UIB Virtual Job Fair 2021 Talkshow : ""Sharing Pengalaman MBKM oleh Mahasiswa dan Alumni""",national,11/04/2021
2131069,13758,"Webinar Alumni Career Developing Series #1 ""Know Yourself, Be Great on Your Career""",lokal,09/11/2021
1931085,14671,Talkshow  Take The Rise or Lose The Chance,national,11/07/2021
2131033,14672,"Webinar ""Women`s Voice Matter: How Women`s Voice have Less Impact Than Men`s""",international,11/20/2021
1931129,13069,Vaksinasi Covid-19,lokal,09/17/2021
2131024,14648,"Webinar ""Just Speak: How to be confident in Speaking English""",international,11/17/2021
2131024,14672,"Webinar ""Women`s Voice Matter: How Women`s Voice have Less Impact Than Men`s""",international,11/20/2021
2131085,14583,Webinar Bagaimana Stereotip Gender Mempengaruhi Karakteristik Anak?,national,11/13/2021
2131085,14648,"Webinar ""Just Speak: How to be confident in Speaking English""",international,11/17/2021
2131085,14672,"Webinar ""Women`s Voice Matter: How Women`s Voice have Less Impact Than Men`s""",international,11/20/2021
2131085,14544,"Webinar ""Information System Project Management: Agile Approach""",lokal,10/22/2021
2131149,14544,"Webinar ""Information System Project Management: Agile Approach""",lokal,10/22/2021
2031019,13069,Vaksinasi Covid-19,lokal,08/16/2021
2131007,14544,"Webinar ""Information System Project Management: Agile Approach""",lokal,10/22/2021
2131007,14545,"Maulid Nabi Muhammad SAW ""Menanamkan Modernisasi Dalam Memperingati Maulid Nabi"" UKM Musisy",lokal,10/31/2021
2131057,14483,"Literasi Digital Nasional; Indonesia Makin Cakap Digital ""Kenali Jenis Aplikasi Tepat dan Menguntungkan di Ruang Digital""",national,10/30/2021
2131110,13747,Podcast What Needs To Be Prepared As An Information System Student? HMPS SI,lokal,09/01/2021
2131110,13748,Podcast How To Survive As An Information System Student? HMPS SI,lokal,09/02/2021
2131110,13809,Podcast Future Career As An Information System Student HMPS SI,lokal,09/03/2021
2131110,13615,Onboarding Pelaksanaan Program MBKM di Universitas Internasional Batam pada Semester Ganjil Tahun Akademik 2021/2022,lokal,09/02/2021
2131110,13991,"Ahlan Wa Sahlan Kita Islam, Kita Satu UKM Islam",lokal,10/03/2021
2031022,14648,"Webinar ""Just Speak: How to be confident in Speaking English""",international,11/17/2021
2031022,14672,"Webinar ""Women`s Voice Matter: How Women`s Voice have Less Impact Than Men`s""",international,11/20/2021
2131128,14579,"Webinar Series #2 ""What Can I Do?"" How to Survive As A Freelance Photographer UKM Grafity",lokal,11/06/2021
2131128,14582,"Kuliah Umum Universitas Internasional Batam bersama Pegadaian ""Peranan Emas dalam Perspektif Generasi Milennial sebagai Alternatif Investasi""",lokal,11/13/2021
2131069,14672,"Webinar ""Women`s Voice Matter: How Women`s Voice have Less Impact Than Men`s""",international,11/20/2021
2131069,14648,"Webinar ""Just Speak: How to be confident in Speaking English""",international,11/17/2021
2131069,14583,Webinar Bagaimana Stereotip Gender Mempengaruhi Karakteristik Anak?,national,11/13/2021
2131069,13748,Podcast How To Survive As An Information System Student? HMPS SI,lokal,09/02/2021
2131069,13958,"Webinar Nasional ""Mindfullness in Covid 19 Pandemic"" UKM Buddha",national,09/11/2021
2131069,13907,"Webinar ""Business Acumen and How to Attain It as a Student""",lokal,09/24/2021
2031016,14710,Pergurus Himpunan Mahasiswa Program Studi Sistem Informasi Universitas Internasional Batam Periode 2020/2021,lokal,09/01/2021
2031016,14709,Pengurus Unit Kegiatan Mahasiswa Japanese Club Universitas Internasional Batam Periode 2020/2021,lokal,09/01/2021
2131005,14544,"Webinar ""Information System Project Management: Agile Approach""",lokal,10/22/2021
2031013,14710,Pergurus Himpunan Mahasiswa Program Studi Sistem Informasi Universitas Internasional Batam Periode 2020/2021,lokal,09/01/2021
2031019,14544,"Webinar ""Information System Project Management: Agile Approach""",lokal,10/22/2021
1931085,14737,Short Movie Project: Promoting Sustainable Development Goals Awereness,international,09/18/2021
2131020,14112,"LIA`s Webinar Program ""Better English For a Better Future""",national,10/09/2021
1931036,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,12/13/2020
1931075,17263,"Complete Web & Mobile Designer in 2022: UI/UX, Figma, +more Course (Udemy)",lokal,11/01/2022
1931100,17411,PHP for Beginners: PHP Crash Course 2022 (Udemy),lokal,10/31/2022
1931100,17230,Learn Java and Artificial Intelligence Programming Tools Course (Udemy),lokal,09/22/2022
1931094,17412,Essential Non Technical Skills of Effective Data Scientists Course (Udemy),lokal,10/27/2022
1931094,13380,Best paper during 2nd National Conference for Community Service,national,08/15/2020
1931094,1028,The 2nd National Conference for Community Service Project (Nacospro) 2020,national,08/15/2020
1931036,17413,Complete Wordpress Website Developer Course (Udemy),lokal,11/01/2022
1931126,8368,The Fundamentals of Digital Marketing Certification (Google Digital Garage),international,11/01/2022
1931079,8368,The Fundamentals of Digital Marketing Certification (Google Digital Garage),lokal,11/01/2022
1931012,3508,HTML Course (SoloLearn),lokal,11/01/2022
1931189,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,12/13/2020
1931072,8368,The Fundamentals of Digital Marketing Certification (Google Digital Garage),international,11/01/2022
2131005,14920,"Webinar Series #4 ""What Can I Do?"" How to Avoid Plagiarismn in Your Design UKM Grafity",lokal,12/04/2021
2231044,17359,"Transformation Day ""Perfect Love (1 Korintus 16: 14)""-UKM Kristen",lokal,10/23/2022
2231051,17359,"Transformation Day ""Perfect Love (1 Korintus 16: 14)""-UKM Kristen",lokal,10/23/2022
2231044,13978,"Ibadah Mahasiswa Baru ""Who Am I?"" UKM Kristen",lokal,09/24/2022
2231051,13978,"Ibadah Mahasiswa Baru ""Who Am I?"" UKM Kristen",lokal,09/24/2022
2231044,17143,"Seminar Internasional ""Emerging Technology in Cybersecurity & Internetworking""",international,09/20/2022
2131003,13418,Introduction to Data Science with Python by DQLab,lokal,11/01/2022
1931189,17423,"Webinar ""Strategi Meningkatkan Omzet Dengan Endorse Influencer""",national,03/06/2021
2131090,17250,"Gerakan Nasional 1000 Startup Digital ""Facilitator ToT Hacksprint 2022 : Solution Sprint & Validation""",national,08/27/2021
1931189,17424,"Webinar ""Strategi Mengembangkan UMKM di Era Digital""",national,02/25/2021
1931189,12268,"Talkshow Teras Kerja ""Mengenal Lebih Dekat Kerja Layak Untuk Kaum Muda""",national,02/26/2021
1931189,17425,"Webinar ""Membangun Aplikasi E-Learning berbasis Mobile dengan Moodle""",national,02/17/2021
1931189,17426,"Webinar Digital Society ""Literasi Digital bagi Tenaga Pendidik & Anak Didik di Era Digital""",national,02/20/2021
1931189,17427,"Webinar ""Kiat Sukses Mengurus Jabatan Fungsional Lektor Kepala""",national,03/06/2021
1931189,17428,"Webinar ""Discover Where Mathematics will Take You""",national,10/10/2020
1931189,17429,NQA Indonesia Webinar Event: Cybersecurity Challenges 2021,national,02/19/2021
1931189,17430,Biztalk #10-Bright Ideas & Persistence in Execution,national,03/20/2021
1931189,17431,"Webinar ""Berkenalan dengan Teknologi Artificial Intelligence dalam Pembelajaran Bahasa Mandarin""",national,02/05/2021
1931005,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
1931028,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
1931053,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
1931063,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
1931068,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
1931083,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
1931086,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
1931087,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
1931093,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
1931106,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
1931121,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
1931128,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
1931189,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
2031044,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
2031066,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
2031141,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
2131001,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
2131003,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
2131005,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
2131011,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
2131013,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
2131014,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
2131015,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
2131017,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
2131018,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
2131020,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
2131024,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
2131030,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
2131033,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
2131043,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
2131047,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
2131049,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
2131051,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
2131113,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
2131139,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,10/24/2022
1931073,17091,Full Stack Web - Glints x lmpact Byte Batch 6 (Impact Byte Batam),lokal,05/29/2020
2231001,16889,Webinar Developing Skills: Why We Should Choose You?,national,08/30/2022
2231001,16919,Webinar Developing Skills: Find Out about Work Rules!,national,09/01/2022
2231001,16908,Webinar Developing Skills: How Important is Manners at Work?,national,08/31/2022
2231001,16882,"Webinar Nasional Kemerdekaan ""Generasi Merdeka; Unggul, Bermoral, Berakhlak, dan Berkarakter""",national,08/17/2022
2231001,16939,Onboarding Pelaksanaan Program MBKM di Universitas Internasional Batam pada Semester Ganjil Tahun Akademik 2022/2023,lokal,09/05/2022
2231001,17143,"Seminar Internasional ""Emerging Technology in Cybersecurity & Internetworking""",international,09/20/2022
2231001,17087,"Seminar ""Become AWS Cloud Engineer""",national,09/14/2022
1931120,17058,Leadership Ethics and Integrity: A Comprehensive Guide! Course (Udemy),lokal,09/14/2022
2031089,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/23/2022
2131074,14544,"Webinar ""Information System Project Management: Agile Approach""",lokal,10/22/2021
2131074,16330,"Webinar ""Communication using Animation: Best Practice""",lokal,04/22/2022
2131074,15883,"Webinar ""Future Web Developer Skillset and Best Practice""",lokal,03/04/2022
2031089,13475,"The 3rd National Conferences for Community Service Project (NaCoSPro) 2021 ""Sustainable Community Empowerment Program for Development Recovery During The COVID-19 Pandemic""",national,08/25/2021
2131074,16303,"Webinar ""Concept Design in Animation Principles and Best Practice""",lokal,03/25/2022
2131074,16368,"Webinar ""Communication and Leadership in Flat Organization""",lokal,05/20/2022
2031089,17087,"Seminar ""Become AWS Cloud Engineer""",lokal,09/14/2022
2131074,15884,"Webinar ""Video Game Programming: Where and How to Start""",lokal,04/08/2022
2031089,14984,"Webinar Nasional ""Cybersecurity 101: Things You Need to Know about Malwares""",national,12/12/2021
2131074,16596,"Podcast ""Edukasi Digital Era 4.0: Masyarakat dalam Menyokong Panti Asuhan €",lokal,06/12/2022
1931043,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,12/13/2020
2131074,13068,Webinar Pengembangan Kepribadian Communication,lokal,06/10/2022
2131074,16622,"Webinar Pengembangan Kepribadian ""Work Ethics""",lokal,08/02/2022
2131074,13154,"Webinar Pengembangan Kepribadian ""Consumer Centricity""",lokal,07/29/2022
2131074,16576,"Webinar Pengembangan Kepribadian ""Interpersonal Skill""",lokal,07/22/2022
2131074,16388,Sosialisasi Sistem Informasi & Aplikasi Turnitin di Perpustakaan,lokal,06/24/2022
2131074,16834,"The 4th National Conference Community Service Project (NaCoSPro) 2022 ""Sinergi Pengabdian Masyarakat dalam Pengembangan  Kemitraan Berbasis Inteks Menuju Masyarakat Intelektual dan Inovatif""",national,08/24/2022
2131074,17143,"Seminar Internasional ""Emerging Technology in Cybersecurity & Internetworking""",international,09/20/2022
2131074,15164,"Welcoming UIB Freshmen Program 2021/2022 ""Unstoppable me!! : Developing Creativity, Resilience, and Professionalism for Z Generation""",lokal,05/31/2022
1931026,1442,Certificate Project Management Associate (Logical Operations) ,international,11/06/2022
1931133,1442,Certificate Project Management Associate (Logical Operations) ,international,11/06/2022
